81 0 
91 131 
101 322 
111 478 
121 585 
131 669 
141 728 
151 776 
161 800 
171 836 
181 840 
191 835 
201 800 
211 764 
221 716 
231 665 
241 562 
251 454 
261 287 
271 96 
279 0 
