115	0
116	0.50021807
117	6.483363712
118	12.38852732
119	18.2146201
120	23.96059272
121	29.62543459
122	35.2081732
123	40.7078734
124	46.12363667
125	51.45460036
126	56.69993688
127	61.858853
128	66.93058894
129	71.91441765
130	76.8096439
131	81.61560353
132	86.33166253
133	90.95721627
134	95.49168859
135	99.93453097
136	104.2852217
137	108.543265
138	112.7081901
139	116.7795507
140	120.7569237
141	124.6399087
142	128.4281268
143	132.1212205
144	135.718852
145	139.220703
146	142.6264738
147	145.9358824
148	149.1486638
149	152.2645694
150	155.283366
151	158.2048353
152	161.0287733
153	163.7549893
154	166.3833054
155	168.913556
156	171.345587
157	173.6792553
158	175.914428
159	178.0509824
160	180
161	180
162	180
163	180
164	180
165	180
166	180
167	180
168	180
169	180
170	180
171	180
172	180
173	180
174	180
175	180
176	180
177	180
178	180
179	180
180	180
181	180
182	180
183	180
184	180
185	180
186	180
187	180
188	180
189	180
190	180
191	180
192	180
193	180
194	180
195	180
196	180
197	180
198	180
199	180
200	180
201	178.0509824
202	175.914428
203	173.6792553
204	171.345587
205	168.913556
206	166.3833054
207	163.7549893
208	161.0287733
209	158.2048353
210	155.283366
211	152.2645694
212	149.1486638
213	145.9358824
214	142.6264738
215	139.220703
216	135.718852
217	132.1212205
218	128.4281268
219	124.6399087
220	120.7569237
221	116.7795507
222	112.7081901
223	108.543265
224	104.2852217
225	99.93453097
226	95.49168859
227	90.95721627
228	86.33166253
229	81.61560353
230	76.8096439
231	71.91441765
232	66.93058894
233	61.858853
234	56.69993688
235	51.45460036
236	46.12363667
237	40.7078734
238	35.2081732
239	29.62543459
240	23.96059272
241	18.2146201
242	12.38852732
243	6.483363712
244	0.50021807
245	0
